first_name,last_name,gender,Age_category,past_3_years_bike_related_purchases_categories,cluster,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,postcode,state,property_valuation
Cobbie,Bruyett,Male,Above 64,11-20,Cat_1,Associate Professor,Manufacturing,Mass Customer,N,Yes,20,2500,NSW,8
Wrennie,Dwelly,Female,Above 64,21-30,Cat_2,Operator,Manufacturing,Mass Customer,N,No,18,3020,VIC,9
Sibylla,Kibble,Female,55-64,71-80,Cat_1,Pharmacist,Health,High Net Worth,N,No,12,2122,NSW,9
Kariotta,Naper,Female,Above 64,Below 10,Cat_1,VP Sales,Health,Mass Customer,N,No,21,2756,NSW,10
Wylie,Huntingdon,Male,55-64,Above 90,Cat_1,VP Quality Control,Financial Services,Mass Customer,N,No,15,2763,NSW,8
Lizbeth,Garvan,Female,25-34,31-40,Cat_1,Structural Analysis Engineer,Health,Mass Customer,N,No,4,2141,NSW,9
Averil,Ackery,Male,45-54,Above 90,Cat_1,Sales Representative,Retail,Mass Customer,N,Yes,7,2093,NSW,12
Myrtie,Ostrich,Female,25-34,61-70,Cat_1,VP Quality Control,Property,Affluent Customer,N,Yes,9,2251,NSW,7
Ross,Vidgen,Male,Above 64,11-20,Cat_2,VP Sales,Retail,Affluent Customer,N,No,12,4032,QLD,9
Sibby,Skinner,Female,35-44,21-30,Cat_2,Accountant IV,Manufacturing,Mass Customer,N,Yes,12,4178,QLD,7
Selle,Casper,Female,45-54,Above 90,Cat_1,Social Worker,Health,Mass Customer,N,Yes,10,2880,NSW,1
Andrew,Froment,Male,45-54,51-60,Cat_2,Office Assistant IV,Retail,High Net Worth,N,No,7,3860,VIC,2
Maurizia,Ritmeyer,Female,35-44,Above 90,Cat_1,Teacher,Entertainment,Mass Customer,N,Yes,3,2142,NSW,6
Keenan,Moriarty,Male,25-34,61-70,Cat_2,Actuary,Financial Services,Mass Customer,N,Yes,2,4075,QLD,8
Davide,Senten,Male,Above 64,21-30,Cat_1,Accounting Assistant II,Manufacturing,Mass Customer,N,No,11,2171,NSW,9
Renie,Fiveash,Female,25-34,Above 90,Cat_2,Occupational Therapist,Health,High Net Worth,N,No,16,4508,QLD,4
Willard,Booton,Male,Above 64,61-70,Cat_1,Social Worker,Health,High Net Worth,N,Yes,7,2121,NSW,9
Debby,Balmadier,Female,25-34,51-60,Cat_2,Administrative Assistant II,Financial Services,Affluent Customer,N,Yes,5,3216,VIC,8
Harvey,Dwelley,Male,45-54,61-70,Cat_1,Help Desk Technician,Financial Services,Affluent Customer,N,No,18,2077,NSW,9
Patrice,Pariss,Male,Above 64,Above 90,Cat_2,VP Accounting,Financial Services,Mass Customer,N,No,9,4078,QLD,5
Arman,Yakubov,Male,45-54,61-70,Cat_1,VP Quality Control,Property,High Net Worth,N,Yes,17,2323,NSW,4
Gardiner,Gypps,Male,25-34,Above 90,Cat_1,VP Product Management,Retail,Mass Customer,N,Yes,13,2166,NSW,9
Cathleen,Le Teve,Female,Above 64,71-80,Cat_2,Recruiting Manager,Manufacturing,High Net Worth,N,No,18,4211,QLD,3
Thaddus,Joder,Male,Above 64,31-40,Cat_1,Chemical Engineer,Manufacturing,Mass Customer,N,No,7,2290,NSW,8
Josepha,Clamp,Female,55-64,11-20,Cat_1,Marketing Manager,Retail,High Net Worth,N,No,12,2069,NSW,12
Jillane,Simion,Female,45-54,Below 10,Cat_2,VP Marketing,Manufacturing,High Net Worth,N,No,7,4209,QLD,3
Lynnell,Shoesmith,Female,35-44,41-50,Cat_1,Occupational Therapist,Health,High Net Worth,N,Yes,7,2560,NSW,8
Mandie,MacAdie,Female,45-54,31-40,Cat_1,Chief Design Engineer,Telecommunications,High Net Worth,N,No,13,2110,NSW,11
Ferdinand,Billie,Male,55-64,Above 90,Cat_1,Chemical Engineer,Manufacturing,Mass Customer,N,No,6,2759,NSW,8
Suzy,Bussens,Female,45-54,41-50,Cat_2,Cost Accountant,Financial Services,Mass Customer,N,No,13,4102,QLD,9
Emeline,Vezey,Female,Above 64,31-40,Cat_2,Dental Hygienist,Health,Affluent Customer,N,Yes,19,3759,VIC,7
Cissiee,Baylis,Female,Above 64,Above 90,Cat_1,Cost Accountant,Financial Services,High Net Worth,N,No,16,2230,NSW,11
Roldan,Raybould,Male,45-54,21-30,Cat_2,Actuary,Financial Services,Mass Customer,N,No,11,3158,VIC,8
Barth,Weare,Male,Above 64,11-20,Cat_1,Clinical Specialist,Health,Mass Customer,N,Yes,8,2541,NSW,5
Alta,Pithcock,Female,18-24,61-70,Cat_1,GIS Technical Architect,Financial Services,Mass Customer,N,No,2,2141,NSW,7
Marc,Keunemann,Male,45-54,51-60,Cat_1,Dental Hygienist,Health,Affluent Customer,N,Yes,14,2747,NSW,8
Bertine,Smalles,Female,35-44,81-90,Cat_2,VP Quality Control,Financial Services,Mass Customer,N,Yes,9,3028,VIC,8
Wilbert,O'Loughnan,Male,35-44,11-20,Cat_2,Paralegal,Financial Services,Mass Customer,N,Yes,6,4055,QLD,9
Seymour,Fellibrand,Male,45-54,21-30,Cat_2,Structural Analysis Engineer,Manufacturing,Affluent Customer,N,Yes,18,4650,QLD,2
Miran,Runchman,Female,45-54,41-50,Cat_2,Nurse,Retail,Mass Customer,N,No,17,4304,QLD,3
Dorotea,Fenwick,Female,Above 64,71-80,Cat_1,Nurse,Financial Services,High Net Worth,N,No,12,2016,NSW,11
Jenny,Massy,Female,55-64,81-90,Cat_1,Project Manager,Telecommunications,Mass Customer,N,Yes,10,2470,NSW,2
Hyman,Petrolli,Male,55-64,Below 10,Cat_2,Senior Sales Associate,Manufacturing,Affluent Customer,N,Yes,4,3782,VIC,7
Beatrix,McGivena,Female,55-64,21-30,Cat_2,Assistant Manager,Health,Mass Customer,N,Yes,9,4879,QLD,10
Nalani,Hallad,Female,18-24,11-20,Cat_2,Environmental Specialist,Health,Affluent Customer,N,Yes,9,3184,VIC,9
Inglebert,Butland,Male,55-64,71-80,Cat_1,Actuary,Financial Services,Mass Customer,N,Yes,7,2114,NSW,9
Brendis,Pineaux,Male,45-54,11-20,Cat_1,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,5,2560,NSW,4
Jaimie,Lancastle,Male,45-54,71-80,Cat_1,VP Marketing,Financial Services,Mass Customer,N,Yes,5,2750,NSW,8
Glendon,Malham,Male,55-64,31-40,Cat_2,Web Designer I,Manufacturing,Mass Customer,N,No,17,3030,VIC,6
Morganica,Bentke,Female,45-54,31-40,Cat_2,Marketing Assistant,IT,Affluent Customer,N,Yes,21,3067,VIC,11
Calida,Schaben,Female,45-54,51-60,Cat_1,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,10,2199,NSW,9
Hallsy,Voysey,Male,45-54,81-90,Cat_2,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,16,3437,VIC,9
Lanny,Currall,Male,25-34,31-40,Cat_1,Developer IV,Health,High Net Worth,N,Yes,9,2209,NSW,10
Son,Varney,Male,25-34,71-80,Cat_1,Analog Circuit Design manager,Property,Mass Customer,N,Yes,10,2480,NSW,7
Bartram,Caltun,Male,Above 64,21-30,Cat_1,Internal Auditor,Health,Affluent Customer,N,Yes,12,2121,NSW,11
Halette,Borsi,Female,55-64,51-60,Cat_1,Research Nurse,Health,Affluent Customer,N,Yes,16,2128,NSW,9
Killie,Densie,Male,25-34,81-90,Cat_1,Environmental Tech,IT,Mass Customer,N,Yes,11,2042,NSW,10
Mandi,Adamsson,Female,25-34,31-40,Cat_2,Programmer Analyst I,Manufacturing,Mass Customer,N,Yes,5,4165,QLD,5
Kylila,Basezzi,Female,Above 64,Above 90,Cat_2,Assistant Manager,Retail,Mass Customer,N,Yes,9,4217,QLD,9
Yardley,Matten,Male,25-34,31-40,Cat_2,Junior Executive,Financial Services,Mass Customer,N,No,15,4408,QLD,2
Shepperd,Leonards,Male,35-44,11-20,Cat_1,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,2147,NSW,9
Hamel,Curzey,Male,25-34,11-20,Cat_2,Structural Engineer,Manufacturing,Mass Customer,N,Yes,9,4000,QLD,7
Fancie,Woofendell,Female,55-64,61-70,Cat_2,Research Nurse,Health,Mass Customer,N,Yes,6,4212,QLD,7
Zebulen,Emtage,Male,55-64,51-60,Cat_2,Senior Developer,Manufacturing,High Net Worth,N,Yes,17,4352,QLD,7
Micheil,Fleote,Male,45-54,41-50,Cat_1,Civil Engineer,Manufacturing,High Net Worth,N,No,16,2093,NSW,9
Cecily,Faircley,Female,Above 64,41-50,Cat_2,Accountant IV,IT,Affluent Customer,N,Yes,19,4301,QLD,1
Glory,Chilcott,Female,Above 64,41-50,Cat_2,Tax Accountant,Telecommunications,High Net Worth,N,No,9,4165,QLD,5
Sinclair,Wark,Male,45-54,61-70,Cat_1,Financial Analyst,Financial Services,Mass Customer,N,Yes,11,2134,NSW,9
Tomaso,Horsley,Male,18-24,Above 90,Cat_2,Junior Executive,Financial Services,Mass Customer,N,Yes,10,3977,VIC,6
Gilli,Christophers,Female,Above 64,61-70,Cat_2,Database Administrator IV,Property,Affluent Customer,N,Yes,17,4575,QLD,9
Errick,Burgin,Male,18-24,81-90,Cat_1,Professor,Entertainment,Mass Customer,N,No,11,2650,NSW,2
Damian,Renard,Male,45-54,41-50,Cat_1,Software Consultant,Retail,Affluent Customer,N,No,8,2155,NSW,10
Agnola,Batterson,Female,35-44,81-90,Cat_2,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,7,4305,QLD,3
Riki,Wandtke,Female,55-64,21-30,Cat_2,Librarian,Entertainment,Mass Customer,N,Yes,5,4115,QLD,7
Mikol,Eck,Male,45-54,Above 90,Cat_2,VP Marketing,Financial Services,Mass Customer,N,Yes,21,4130,QLD,9
Phyllis,Wibberley,Female,45-54,Below 10,Cat_1,Web Designer IV,Retail,Affluent Customer,N,No,11,2066,NSW,12
Burt,Vasechkin,Male,Above 64,31-40,Cat_2,Senior Sales Associate,Retail,Mass Customer,N,Yes,20,3338,VIC,2
Trudie,Phinnessy,Female,55-64,41-50,Cat_2,Cost Accountant,Financial Services,Mass Customer,N,Yes,15,3030,VIC,9
Frederigo,Cribbott,Male,55-64,31-40,Cat_1,Social Worker,Health,Mass Customer,N,No,16,2140,NSW,8
Glenda,Eliet,Female,45-54,81-90,Cat_2,Quality Control Specialist,Manufacturing,Mass Customer,N,No,12,3844,VIC,7
Darb,,Male,45-54,71-80,Cat_2,Food Chemist,Health,Affluent Customer,N,No,10,4034,QLD,5
Cal,Van den Velde,Male,25-34,21-30,Cat_2,Senior Sales Associate,Financial Services,Affluent Customer,N,Yes,6,3174,VIC,6
Stephani,Sidsaff,Female,45-54,31-40,Cat_1,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,6,2036,NSW,11
Meade,Bampton,Male,35-44,61-70,Cat_1,Health Coach III,Health,High Net Worth,N,No,17,2090,NSW,7
Flore,Cashen,Female,35-44,71-80,Cat_1,Social Worker,Health,High Net Worth,N,No,17,2640,NSW,4
Leighton,Firbanks,Male,45-54,51-60,Cat_2,Teacher,Retail,Affluent Customer,N,No,21,4178,QLD,3
Petr,Westman,Male,35-44,Below 10,Cat_2,Nurse Practicioner,Property,Mass Customer,N,No,7,4556,QLD,7
Yorgos,Dewhurst,Male,Above 64,Below 10,Cat_2,Software Consultant,Argiculture,Affluent Customer,N,No,16,4701,QLD,1
Simmonds,Bapty,Male,18-24,51-60,Cat_1,Junior Executive,Financial Services,Affluent Customer,N,No,8,2025,NSW,12
Hagen,MacCarter,Male,35-44,Above 90,Cat_2,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,15,3172,VIC,9
Cazzie,Stanwix,Male,55-64,31-40,Cat_2,Research Assistant IV,Manufacturing,High Net Worth,N,Yes,11,4561,QLD,7
Geoff,Gwillym,Male,18-24,81-90,Cat_1,Clinical Specialist,Health,Affluent Customer,N,No,8,2323,NSW,4
Simonette,,Female,25-34,Below 10,Cat_1,VP Product Management,Manufacturing,Affluent Customer,N,Yes,6,2232,NSW,8
Deirdre,Sturgeon,Female,55-64,11-20,Cat_1,VP Sales,Retail,Mass Customer,N,Yes,9,2232,NSW,10
Juliann,Siemantel,Female,Above 64,81-90,Cat_2,Librarian,Entertainment,Mass Customer,N,No,22,3046,VIC,8
Janaye,Eade,Female,35-44,21-30,Cat_1,Chief Design Engineer,Health,Affluent Customer,N,No,4,2420,NSW,3
Dylan,Stranio,Male,Above 64,41-50,Cat_1,Project Manager,Manufacturing,High Net Worth,N,Yes,9,2170,NSW,8
Mel,Rochford,Female,25-34,11-20,Cat_2,Assistant Professor,Retail,Mass Customer,N,Yes,4,3013,VIC,9
Elvin,Trayhorn,Male,25-34,41-50,Cat_1,VP Accounting,Financial Services,High Net Worth,N,No,10,2231,NSW,10
Sonni,Milligan,Female,35-44,71-80,Cat_2,Budget/Accounting Analyst III,Retail,Mass Customer,N,Yes,14,3170,VIC,9
Kellina,Haygreen,Female,55-64,31-40,Cat_1,Librarian,Entertainment,Affluent Customer,N,No,18,2046,NSW,10
Yuma,Dennick,Male,45-54,31-40,Cat_1,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,6,2528,NSW,8
Ashleigh,,Female,25-34,41-50,Cat_2,Budget/Accounting Analyst III,IT,Mass Customer,N,Yes,6,3204,VIC,12
Therese,Brotherhood,Female,35-44,21-30,Cat_1,Food Chemist,Health,Mass Customer,N,No,10,2042,NSW,10
Pansie,Beccero,Female,55-64,31-40,Cat_2,Software Test Engineer I,Financial Services,Affluent Customer,N,Yes,10,4818,QLD,5
Reinaldos,Simmig,Male,Above 64,51-60,Cat_2,Nurse Practicioner,Manufacturing,High Net Worth,N,No,8,3147,VIC,10
Calhoun,Mussington,Male,25-34,Above 90,Cat_1,Dental Hygienist,Health,Mass Customer,N,No,12,2019,NSW,9
Winn,Wells,Male,25-34,61-70,Cat_1,Analyst Programmer,Manufacturing,Affluent Customer,N,No,9,2230,NSW,10
Rafi,Brettelle,Male,Above 64,81-90,Cat_1,Operator,Health,High Net Worth,N,No,6,2166,NSW,10
Fey,,Female,Above 64,41-50,Cat_2,Research Nurse,Health,High Net Worth,N,Yes,11,3147,VIC,12
Verne,Loalday,Male,35-44,Below 10,Cat_1,Marketing Assistant,IT,High Net Worth,N,No,7,2082,NSW,10
Eleonora,Wiszniewski,Female,35-44,41-50,Cat_2,Financial Advisor,Financial Services,Affluent Customer,N,No,9,4740,QLD,2
Fayre,Brannigan,Female,25-34,31-40,Cat_1,Geological Engineer,Manufacturing,Mass Customer,N,Yes,9,2234,NSW,10
Eachelle,Noirel,Female,45-54,Above 90,Cat_1,Registered Nurse,Health,Affluent Customer,N,Yes,11,2292,NSW,6
Carl,Troyes,Male,45-54,Below 10,Cat_2,Associate Professor,Property,Mass Customer,N,No,7,3109,VIC,10
Cordie,Brankley,Female,Above 64,71-80,Cat_1,Librarian,Entertainment,High Net Worth,N,No,18,2195,NSW,6
Jackie,Pays,Male,Above 64,21-30,Cat_1,Developer I,Health,Mass Customer,N,No,9,2135,NSW,12
Carroll,Schlagman,Female,Above 64,61-70,Cat_1,Clinical Specialist,Health,Affluent Customer,N,No,13,2099,NSW,9
Frans,Idale,Male,45-54,Below 10,Cat_2,Nurse,Manufacturing,Mass Customer,N,No,10,4350,QLD,2
Amara,Clow,Female,55-64,41-50,Cat_2,Biostatistician IV,Financial Services,Mass Customer,N,Yes,13,3101,VIC,12
Anthony,Morison,Male,Above 64,Below 10,Cat_1,General Manager,Health,Mass Customer,N,No,12,2759,NSW,9
Cherye,Stanfield,Female,35-44,Below 10,Cat_1,Environmental Tech,Manufacturing,Affluent Customer,N,No,13,2256,NSW,9
Ansell,Tolhurst,Male,Above 64,71-80,Cat_1,Chemical Engineer,Manufacturing,Affluent Customer,N,No,22,2232,NSW,10
Erminie,Rabidge,Female,35-44,61-70,Cat_1,Chemical Engineer,Manufacturing,High Net Worth,N,No,17,2170,NSW,8
Rosene,Beckey,Female,45-54,21-30,Cat_1,Account Executive,Health,Mass Customer,N,Yes,14,2107,NSW,11
Darlleen,Shalcras,Female,35-44,71-80,Cat_1,Health Coach I,Health,Mass Customer,N,No,11,2010,NSW,10
Bryon,Goundry,Male,Above 64,71-80,Cat_2,Marketing Manager,Manufacturing,Mass Customer,N,No,21,4165,QLD,5
Sherwin,Minocchi,Male,Above 64,71-80,Cat_1,Project Manager,Manufacturing,Mass Customer,N,Yes,11,2536,NSW,8
Luci,Dyter,Female,Above 64,11-20,Cat_2,Software Test Engineer I,Manufacturing,High Net Worth,N,No,20,3981,VIC,7
Sloan,Pudney,Male,55-64,81-90,Cat_2,Junior Executive,Financial Services,Affluent Customer,N,No,16,4557,QLD,9
Otes,Elegood,Male,Above 64,61-70,Cat_1,Programmer III,Financial Services,High Net Worth,N,No,21,2226,NSW,11
Davie,Blay,Male,35-44,Above 90,Cat_1,Financial Analyst,Financial Services,Mass Customer,N,No,8,2770,NSW,7
Dorolice,Osmon,Female,55-64,41-50,Cat_2,Cost Accountant,Financial Services,Affluent Customer,N,No,15,3046,VIC,6
Meade,McReedy,Female,45-54,Above 90,Cat_1,Safety Technician IV,Financial Services,Affluent Customer,N,Yes,9,2193,NSW,10
Rikki,Chaffey,Male,Above 64,61-70,Cat_2,Chemical Engineer,Manufacturing,Mass Customer,N,No,20,4127,QLD,1
Adria,Van den Velde,Female,35-44,31-40,Cat_1,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,9,2261,NSW,7
Dmitri,,Male,25-34,71-80,Cat_2,Cost Accountant,Financial Services,High Net Worth,N,Yes,15,3690,VIC,4
Maddalena,Hencke,Female,Above 64,61-70,Cat_2,Help Desk Operator,Property,High Net Worth,N,No,22,4170,QLD,5
Rand,Winchcum,Male,18-24,31-40,Cat_1,Software Consultant,Financial Services,Affluent Customer,N,No,3,2146,NSW,7
Rowen,Sollas,Male,55-64,31-40,Cat_2,Dental Hygienist,Health,Mass Customer,N,No,5,4556,QLD,8
Boothe,Hayselden,Male,Above 64,41-50,Cat_1,Computer Systems Analyst III,Health,Mass Customer,N,Yes,17,2291,NSW,10
Noak,Sleany,Male,55-64,Below 10,Cat_2,Budget/Accounting Analyst I,Financial Services,Affluent Customer,N,No,17,3121,VIC,10
Callean,Wass,Male,25-34,61-70,Cat_2,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14,3073,VIC,8
Keelby,Sudlow,Male,25-34,Above 90,Cat_2,Marketing Assistant,Manufacturing,High Net Worth,N,No,12,3163,VIC,8
Rodrique,Vernon,Male,35-44,61-70,Cat_2,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,N,No,17,3174,VIC,8
Brod,Attrey,Male,55-64,41-50,Cat_1,Budget/Accounting Analyst III,IT,Mass Customer,N,Yes,14,2194,NSW,8
Manny,Mandy,Male,45-54,31-40,Cat_2,Account Representative III,Argiculture,Mass Customer,N,No,16,4280,QLD,7
Becky,Lassen,Female,45-54,11-20,Cat_1,Sales Associate,Financial Services,Mass Customer,N,Yes,7,2251,NSW,8
Tessa,Heakey,Female,45-54,41-50,Cat_2,Senior Financial Analyst,Financial Services,Mass Customer,N,No,9,3337,VIC,6
Herbert,Henryson,Male,25-34,21-30,Cat_1,Marketing Manager,Retail,Mass Customer,N,No,4,2528,NSW,9
Cristie,Bence,Female,18-24,41-50,Cat_2,Automation Specialist II,Health,High Net Worth,N,No,9,4122,QLD,8
Renate,Whyte,Female,55-64,51-60,Cat_1,Registered Nurse,Health,High Net Worth,N,Yes,15,2620,NSW,7
Toma,Woolforde,Female,25-34,61-70,Cat_1,Cost Accountant,Financial Services,Mass Customer,N,Yes,5,2092,NSW,12
Dorie,Dunleavy,Female,55-64,21-30,Cat_2,Registered Nurse,Health,Affluent Customer,N,No,12,3356,VIC,4
Ellie,Toope,Female,45-54,21-30,Cat_1,Staff Accountant III,Property,High Net Worth,N,Yes,4,2156,NSW,11
Leonora,Swetenham,Female,55-64,61-70,Cat_1,Business Systems Development Analyst,IT,Mass Customer,N,Yes,10,2026,NSW,10
Teodor,Mullinder,Male,55-64,51-60,Cat_2,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,11,3216,VIC,5
Jared,Fendlow,Male,55-64,71-80,Cat_2,Media Manager II,Financial Services,Mass Customer,N,No,15,4211,QLD,7
Andy,Deeming,Male,35-44,71-80,Cat_2,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,7,4556,QLD,8
Monty,Thomazin,Male,Above 64,Below 10,Cat_2,Quality Engineer,Financial Services,Mass Customer,N,Yes,13,3105,VIC,10
Briano,Janowski,Male,25-34,61-70,Cat_1,Analyst Programmer,Financial Services,Mass Customer,N,No,7,2066,NSW,8
Ginger,,Male,Above 64,Above 90,Cat_1,Human Resources Manager,Financial Services,Mass Customer,N,No,11,2259,NSW,8
Logan,Colomb,Male,Above 64,71-80,Cat_1,Recruiter,Retail,Mass Customer,N,Yes,19,2761,NSW,8
Nichols,Devinn,Male,35-44,41-50,Cat_1,Recruiter,Retail,Affluent Customer,N,No,11,2071,NSW,12
Catha,Davitt,Female,55-64,71-80,Cat_1,Environmental Specialist,Property,High Net Worth,N,Yes,6,2567,NSW,7
Melosa,McOwan,Female,18-24,21-30,Cat_1,Compensation Analyst,Financial Services,Mass Customer,N,No,12,2211,NSW,9
Maris,Leete,Female,45-54,21-30,Cat_2,Engineer IV,Retail,Mass Customer,N,No,7,4300,QLD,4
Wilburt,Padden,Male,25-34,21-30,Cat_1,Engineer I,Manufacturing,Mass Customer,N,No,3,2148,NSW,5
Rosabelle,Godsmark,Female,25-34,51-60,Cat_2,Executive Secretary,Retail,Mass Customer,N,Yes,3,4102,QLD,8
Guilbert,Bearns,Male,35-44,41-50,Cat_2,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,3226,VIC,8
Meridith,Urwin,Female,25-34,61-70,Cat_1,Registered Nurse,Health,High Net Worth,N,Yes,10,2444,NSW,7
Leeland,,Male,Above 64,61-70,Cat_2,VP Quality Control,Telecommunications,High Net Worth,N,No,12,4122,QLD,4
Gerta,Porrett,Female,55-64,41-50,Cat_2,Registered Nurse,Health,High Net Worth,N,No,12,3250,VIC,2
Karrah,Howell,Female,Above 64,61-70,Cat_1,Civil Engineer,Manufacturing,Mass Customer,N,No,17,2566,NSW,9
Alick,Baise,Male,18-24,61-70,Cat_1,Pharmacist,Health,Mass Customer,N,Yes,1,2747,NSW,8
Casandra,Betteridge,Female,Above 64,21-30,Cat_2,Cost Accountant,Financial Services,Affluent Customer,N,Yes,9,3166,VIC,10
Maurine,Clee,Female,35-44,41-50,Cat_1,Automation Specialist II,Property,High Net Worth,N,Yes,5,2042,NSW,10
Darwin,Bumpas,Male,35-44,21-30,Cat_2,Junior Executive,Health,Affluent Customer,N,Yes,18,3082,VIC,7
Hayes,Daveren,Male,Above 64,31-40,Cat_2,VP Quality Control,Manufacturing,Affluent Customer,N,Yes,11,4350,QLD,2
Piper,Issacov,Female,Above 64,61-70,Cat_1,Human Resources Assistant III,Health,Affluent Customer,N,Yes,22,2088,NSW,9
Markus,Pendrey,Male,55-64,81-90,Cat_1,Clinical Specialist,Health,Affluent Customer,N,Yes,12,2153,NSW,10
Sile,Zappel,Female,Above 64,41-50,Cat_2,Business Systems Development Analyst,IT,High Net Worth,N,No,15,4018,QLD,6
Craggy,Happel,Male,35-44,31-40,Cat_2,Marketing Manager,Manufacturing,High Net Worth,N,Yes,8,3064,VIC,6
Egor,Mariette,Male,35-44,41-50,Cat_2,Financial Advisor,Financial Services,Affluent Customer,N,No,3,3163,VIC,7
Reinald,Bembrigg,Male,Above 64,51-60,Cat_1,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,10,2770,NSW,7
Kissie,Line,Female,18-24,Below 10,Cat_1,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,7,2200,NSW,9
Quentin,Gerleit,Female,25-34,31-40,Cat_2,Associate Professor,Manufacturing,Mass Customer,N,No,4,3806,VIC,8
Karoly,Burgoine,Male,Above 64,51-60,Cat_2,Account Representative IV,Health,High Net Worth,N,Yes,21,3012,VIC,2
Clarine,Piecha,Female,55-64,Above 90,Cat_2,Dental Hygienist,Health,High Net Worth,N,No,14,4151,QLD,10
Mycah,Beaston,Male,55-64,11-20,Cat_1,Environmental Specialist,Manufacturing,High Net Worth,N,Yes,12,2221,NSW,11
Clemmie,Bartoszewicz,Female,55-64,81-90,Cat_2,Statistician IV,Financial Services,Mass Customer,N,No,8,3197,VIC,9
Randall,Mason,Male,45-54,Above 90,Cat_1,Product Engineer,Health,Mass Customer,N,Yes,12,2570,NSW,11
Donica,Humby,Female,55-64,41-50,Cat_1,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,2101,NSW,12
Lotty,Loach,Female,55-64,71-80,Cat_1,Nurse,Health,High Net Worth,N,Yes,7,2380,NSW,3
Marie-jeanne,Breawood,Female,Above 64,31-40,Cat_1,Clinical Specialist,Health,High Net Worth,N,No,8,2770,NSW,6
Babara,Sissel,Female,45-54,41-50,Cat_2,Business Systems Development Analyst,IT,Mass Customer,N,Yes,21,3169,VIC,10
Rodolphe,Glenton,Male,45-54,81-90,Cat_2,Programmer Analyst II,Financial Services,Affluent Customer,N,No,11,3163,VIC,7
Thorvald,Duckerin,Male,25-34,51-60,Cat_1,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,1,3021,VIC,8
Paulina,Iannuzzelli,Female,Above 64,51-60,Cat_1,Automation Specialist I,Manufacturing,Mass Customer,N,No,19,2118,NSW,11
Ricki,Padefield,Male,Above 64,41-50,Cat_2,Automation Specialist III,Manufacturing,Affluent Customer,N,Yes,13,4275,QLD,9
Lizette,McKeaveney,Female,25-34,21-30,Cat_1,Assistant Manager,Health,High Net Worth,N,Yes,13,2050,NSW,10
Jeno,Strafford,Male,Above 64,61-70,Cat_2,Tax Accountant,Financial Services,High Net Worth,N,No,7,4170,QLD,9
Brigg,Himsworth,Male,45-54,61-70,Cat_2,Tax Accountant,Telecommunications,Mass Customer,N,Yes,9,4570,QLD,6
Judi,Cazereau,Female,25-34,21-30,Cat_2,GIS Technical Architect,Financial Services,Affluent Customer,N,Yes,13,3851,VIC,3
Raleigh,Pont,Male,55-64,41-50,Cat_2,Associate Professor,Entertainment,Mass Customer,N,No,14,3139,VIC,7
Zachariah,Meininking,Male,Above 64,31-40,Cat_1,Cost Accountant,Financial Services,Affluent Customer,N,Yes,20,2749,NSW,7
Lesley,Garey,Male,25-34,51-60,Cat_1,Software Consultant,Telecommunications,Mass Customer,N,No,11,2226,NSW,9
Adriena,Giffin,Female,Above 64,21-30,Cat_1,Analog Circuit Design manager,Argiculture,Affluent Customer,N,Yes,5,2259,NSW,9
Antoinette,,Female,35-44,71-80,Cat_2,Structural Analysis Engineer,Financial Services,Affluent Customer,N,No,5,3058,VIC,9
Carr,Hopkynson,Male,45-54,61-70,Cat_1,Chemical Engineer,Manufacturing,Affluent Customer,N,No,16,2318,NSW,6
Shay,Briand,Male,Above 64,51-60,Cat_2,Project Manager,IT,Mass Customer,N,Yes,9,3844,VIC,1
Karney,Burstow,Male,45-54,51-60,Cat_1,Design Engineer,Property,Mass Customer,N,Yes,6,2031,NSW,12
Latrena,Yetts,Female,18-24,11-20,Cat_1,Civil Engineer,Manufacturing,High Net Worth,N,Yes,15,2871,NSW,3
Jesse,Alflat,Male,35-44,31-40,Cat_1,Executive Secretary,Retail,High Net Worth,N,No,5,2145,NSW,9
Kelcie,Kingaby,Female,18-24,51-60,Cat_2,Systems Administrator II,IT,Mass Customer,N,Yes,6,4019,QLD,4
Fabio,Commuzzo,Male,55-64,Below 10,Cat_2,Software Test Engineer II,Manufacturing,Mass Customer,N,No,18,3806,VIC,8
